WordChunk,VisualStrength,AuditoryStrength,GustatoryStrength,OlfactoryStrength,TactileStrength,Word,POS,Modality,AnyPositive,AllEqual
orchestra__n,-0.03077252,0.018746189,-0.091148962,0,0.009730567,orchestra,n,Auditory,yes,no
ersatz__a,0,0.056215009,0,0,-0.012442341,ersatz,a,Auditory,yes,no
tangible__a,-0.016814135,-0.042622556,0.031441349,0,-0.018293255,tangible,a,Gustatory,yes,no
buzz__a,-0.021394258,0.055280631,0.032635559,0,-0.022821663,buzz,a,Auditory,yes,no
all-star__a,-0.054970312,-0.02235046,0.06766451,0,0.014682452,all-star,a,Gustatory,yes,no
thou__n,0.075594463,0,0,0,0,thou,n,Visual,yes,no
all-star__n,-0.005088352,-0.036450297,0.048194657,0,0.04141161,all-star,n,Gustatory,yes,no
buzz__n,-0.055694209,0.109488444,-0.09435342,0,-0.067561434,buzz,n,Auditory,yes,no
buzz__v,0.05031257,-0.006944125,-0.025608454,0,-0.04658498,buzz,v,Visual,yes,no
preponderance__n,-0.020816569,-0.030823234,0.01197084,0,0,preponderance,n,Gustatory,yes,no
panorama__n,0.04236469,0,0,0,0,panorama,n,Visual,yes,no
off-guard__a,0.067638572,0.018583708,0,0,0.059599454,off-guard,a,Visual,yes,no
off-guard__n,0.060321775,0,0,0,0,off-guard,n,Visual,yes,no
few__a,0.000206709,-0.019434112,-0.036920297,-0.034370663,0.005621118,few,a,Haptic,no,no
asset__n,-0.014493094,-0.01478254,-0.054786943,-0.066510052,-0.031461735,asset,n,Visual,no,no
encampment__n,0,0,0,0,0.048097281,encampment,n,Haptic,yes,no
bandwagon__n,0.082309193,-0.0032938,0,0,-0.029303206,bandwagon,n,Visual,yes,no
gypsy__n,0.006673736,-0.032314899,-0.034189451,0,0,gypsy,n,Visual,no,no
venison__n,-0.01689359,0,0.170440178,0,0,venison,n,Gustatory,yes,no
liken__v,-0.033535827,-0.044332394,-0.026521121,0,-0.014666939,liken,v,Olfactory,no,no
ad__n,0.013540134,-0.016969188,-0.024809249,-0.018221269,-0.03867277,ad,n,Visual,yes,no
vividly__r,0.052858425,-0.038389863,0,0.168941501,0,vividly,r,Olfactory,yes,no
bike__n,-0.030458189,0.022525175,-0.075353933,0,0.031675506,bike,n,Haptic,yes,no
serendipity__n,0.024003809,0,0,0,-0.005035245,serendipity,n,Visual,yes,no
standstill__n,0,0,0,0,-0.000997935,standstill,n,Visual,no,no
waterman__n,0.039149812,0,0,0,0.037651316,waterman,n,Visual,yes,no
microbiology__n,0,0.07514872,0,0,0,microbiology,n,Auditory,yes,no
brooding__n,0,0,0,0,0.037318569,brooding,n,Haptic,yes,no
investing__n,0.005251775,-0.005956166,0.01497258,0,-0.103880854,investing,n,Gustatory,yes,no
giddiness__n,0.044571335,-0.013653047,0,0,0.022576404,giddiness,n,Visual,yes,no
keynote__a,0,0.040931644,-0.027842249,0,-0.016625675,keynote,a,Auditory,yes,no
handy__a,0,-0.023171414,0.006475195,0,0.010111333,handy,a,Haptic,yes,no
plod__v,0,0,0.109790986,0,0,plod,v,Gustatory,yes,no
therapeutic__a,0.025955471,-0.014730785,0,0,-0.033587702,therapeutic,a,Visual,yes,no
brooding__a,0.046838023,-0.059813338,0.010259811,0,0.0237008,brooding,a,Visual,yes,no
less-expensive__a,0,0.07514872,0,0,0,less-expensive,a,Auditory,yes,no
refine__v,-0.009190555,0.001001046,0.008489327,0,0.01078647,refine,v,Haptic,yes,no
offense__n,-0.032318481,-0.002989649,0.030737126,-0.109355532,0.024100438,offense,n,Gustatory,yes,no
misfortune__n,-0.039213725,-0.003208189,0,0,0.046723491,misfortune,n,Haptic,yes,no
envious__a,0.025712785,-0.000758181,0,0,-0.011576215,envious,a,Visual,yes,no
maxim__n,0.067011576,-0.021060143,0,0,0.01496375,maxim,n,Visual,yes,no
virginia-based__a,0,0.015337058,0,0,0,virginia-based,a,Auditory,yes,no
low-cost__a,-0.080525807,-0.028891397,-0.046151679,0,0.062348388,low-cost,a,Haptic,yes,no
abate__v,0.093581129,-0.027384518,0,0,-0.037678281,abate,v,Visual,yes,no
populate__v,-0.037217407,0,0.041101745,0,-0.053673102,populate,v,Gustatory,yes,no
protectively__r,0.074964391,0.043514065,0,0,0.023954859,protectively,r,Visual,yes,no
holdings__n,-0.025936064,-0.09538068,-0.026294574,0,-0.014674142,holdings,n,Olfactory,no,no
misappropriate__v,0.088953885,0,0,0,0,misappropriate,v,Visual,yes,no
verve__n,0,0.042557316,0,0,0,verve,n,Auditory,yes,no
horse-drawn__a,0.070896418,0,0,0,0,horse-drawn,a,Visual,yes,no
factory__n,0.032537114,-0.037035521,-0.053723654,-0.05924343,-0.009994958,factory,n,Visual,yes,no
spotty__a,-0.018191324,-0.016126015,-0.018820611,0,-0.019670443,spotty,a,Olfactory,no,no
sub__n,-0.084215809,-0.022722579,0,0,-0.060228936,sub,n,Gustatory,no,no
relativity__n,0,-0.049220389,0,0,-0.013977982,relativity,n,Visual,no,no
small-business__n,0,0.037321282,-0.006426315,0,0,small-business,n,Auditory,yes,no
hypnotize__v,0.058126928,0,0,0,0.007894618,hypnotize,v,Visual,yes,no
sub__v,0,0,0.021733931,0,-0.012442341,sub,v,Gustatory,yes,no
internship__n,0,0.055495744,0,0,0,internship,n,Auditory,yes,no
marshal__n,0,-0.01794405,-0.00166749,0,0.06222111,marshal,n,Haptic,yes,no
superpower__n,0.032569881,-0.028848282,0,0,0,superpower,n,Visual,yes,no
generational__a,-0.043655051,0.007837094,0.016582149,0,0.001170403,generational,a,Gustatory,yes,no
subcommittee__n,-0.05490312,0.032542868,-0.043623408,0,-0.017574846,subcommittee,n,Auditory,yes,no
ideology__n,-0.025322352,0.004638394,0,0,-0.020486361,ideology,n,Auditory,no,no
sublimity__n,0.123248099,0,0,0,0,sublimity,n,Visual,yes,no
quart__a,-0.01689359,0,0.141680041,0.10810934,0.01024926,quart,a,Gustatory,yes,no
motorsports__n,-0.007452859,-0.017459524,0,0,0.055569763,motorsports,n,Haptic,yes,no
dagger__n,0.014059922,-0.031678621,0.062719862,0,0.037335375,dagger,n,Gustatory,yes,no
commuter__n,-0.037709714,-0.018994009,-0.030214106,0,0.037676158,commuter,n,Haptic,yes,no
two-seam__a,0.04236469,0,0,0,0.012829855,two-seam,a,Visual,yes,no
swirl__n,0.026570211,-0.030823234,0.06094434,0,0,swirl,n,Gustatory,yes,no
second-class__a,0.074964391,0,0,0,0,second-class,a,Visual,yes,no
willfully__r,-0.020816569,0.057392979,0.01197084,0,-0.022205432,willfully,r,Auditory,yes,no
chariot__n,-0.039510698,0,0.014155242,0,0.052673241,chariot,n,Haptic,yes,no
skim__v,0.000434444,-0.109780106,0.017938577,0,0.102382972,skim,v,Haptic,yes,no
wonderful__a,0.004251307,0.0148907,0.00251567,0.071038948,-0.018258389,wonderful,a,Olfactory,yes,no
perfumed__a,0,0,0.078945464,0.285406503,0,perfumed,a,Olfactory,yes,no
american-born__a,0,0,0,0,0.048097281,american-born,a,Haptic,yes,no
horseman__n,0,-0.000723183,0,0,0.035865088,horseman,n,Haptic,yes,no
prankster__n,0.053309981,-0.005317779,0,0,0.031142986,prankster,n,Visual,yes,no
race__v,-0.020866411,-0.027955866,0.029821407,0.011164557,0.003969268,race,v,Gustatory,yes,no
toy__n,-0.006647382,-0.025596493,0.009398902,0,-0.032182397,toy,n,Gustatory,no,no
privy__a,0,0.015337058,0.058131131,0,0,privy,a,Gustatory,yes,no
fusillade__n,0,0.050037412,0,0,0.030302062,fusillade,n,Auditory,yes,no
briefly__r,-0.011529313,0.002960686,0.006728554,-0.04155898,0.025444135,briefly,r,Haptic,yes,no
anxious__a,-0.029439327,0.052396696,-0.067698771,0,0.020438088,anxious,a,Auditory,yes,no
race__n,-0.013255301,-0.00370428,-0.066320021,-0.08698203,-0.003041911,race,n,Haptic,no,no
yes__n,-0.046884814,0,0,0,0,yes,n,Auditory,no,no
yes__a,-0.003646382,0.034080406,0,0,-0.005035245,yes,a,Auditory,yes,no
underthrew__v,0,0.068562809,0,0,0.063923288,underthrew,v,Auditory,yes,no
digging__n,0,0.002596109,0,0,0.031768506,digging,n,Haptic,yes,no
public-address__a,0,0.02168426,0,0,0.030302062,public-address,a,Haptic,yes,no
yes__r,-0.03088859,0.038720596,-0.035717863,0,-0.037303412,yes,r,Auditory,yes,no
tuscon__n,0.133039353,0.037558717,0,0,0,tuscon,n,Visual,yes,no
impersonal__a,0.053798429,0,0,0,0.023954859,impersonal,a,Visual,yes,no
cobra__n,0,0.031619938,0,0,0.116149683,cobra,n,Haptic,yes,no
vaunted__a,0,-0.020217406,0,0,0.004466479,vaunted,a,Haptic,no,no
daisy__n,0.106521109,0,0,0,0.05405491,daisy,n,Visual,yes,no
obliquely__r,0,0.064473463,0,0,0,obliquely,r,Auditory,yes,no
condemn__v,-0.006648935,-0.027184882,0.01826863,0,-0.066168223,condemn,v,Gustatory,yes,no
hand-held__a,-0.001247255,-0.035607085,0.020357099,0,-0.026112762,hand-held,a,Gustatory,yes,no
grieving__n,0,0.047052034,0,0,-0.003194646,grieving,n,Auditory,yes,no
yea__a,0,0.086707279,0,0,0.045162357,yea,a,Auditory,yes,no
outpatient__n,0,-0.044461563,0.026037618,0,0.01081579,outpatient,n,Gustatory,yes,no
loyally__r,0,0,0.097675131,0,0.012829855,loyally,r,Gustatory,yes,no
length__n,-0.037646091,-0.020138577,-0.024783355,-0.042918114,0.007723138,length,n,Haptic,no,no
horde__n,-0.037403416,-0.091843819,0.037507457,0,-0.023648476,horde,n,Gustatory,yes,no
along__r,-0.012542523,0.026092276,-0.010301578,-0.050827219,0.030906074,along,r,Haptic,yes,no
civilized__a,0.008660615,-0.041239975,0,0,-0.032205122,civilized,a,Visual,no,no
furnish__v,-0.018576034,0.010411092,0,0,0,furnish,v,Auditory,yes,no
barren__a,0.090761289,0,0.022403678,0,0.010111333,barren,a,Visual,yes,no
arab-israeli__a,0,0.050037412,0,0,0,arab-israeli,a,Auditory,yes,no
clerys__n,0,0.035459098,0,0,0.028362072,clerys,n,Auditory,yes,no
affluent__a,-0.004512534,-0.053267773,-0.105302536,0,-0.02288714,affluent,a,Olfactory,no,no
assemble__v,-0.014408523,-0.041216652,-0.013857088,0,-0.033365258,assemble,v,Olfactory,no,no
quickest__a,0.045030416,-0.00412283,0,0,0.043474824,quickest,a,Visual,yes,no
wiry__a,0.085769507,0,0,0,0,wiry,a,Visual,yes,no
cpa__n,0,0.0653101,0,0,0.045162357,cpa,n,Auditory,yes,no
anti-abortion__a,-0.041084178,0.025761199,-0.034189451,0,0,anti-abortion,a,Auditory,yes,no
troop__n,-0.005076613,0,0,0,-0.006504018,troop,n,Auditory,no,no
placard__n,-0.011053478,-0.021060143,0,0,-0.012442341,placard,n,Gustatory,no,no
presently__r,0.02815316,-0.009615736,0,0,0.026725755,presently,r,Visual,yes,no
button-down__a,0.053615329,0,0.037000608,0,0.017014933,button-down,a,Visual,yes,no
city-owned__a,-0.026611111,-0.036617776,0.034099082,0,0,city-owned,a,Gustatory,yes,no
inventor__n,-0.059422811,-0.00851779,-0.011725508,0,-0.093735248,inventor,n,Olfactory,no,no
courtroom__n,0.013888227,-0.01144306,-0.002121387,0,-0.046968032,courtroom,n,Visual,yes,no
week__n,-0.021942972,-0.001542235,-0.023741776,-0.110468139,0.001504848,week,n,Haptic,no,no
chorus__n,0.022437041,-0.011744278,-0.030636335,0,-0.018634395,chorus,n,Visual,yes,no
grease__n,-0.017967561,-0.028764127,0.077255256,0.080568065,-0.047223777,grease,n,Olfactory,yes,no
testing__n,-0.020414533,-0.024377246,-0.099380761,0,-0.024975549,testing,n,Olfactory,no,no
browser__n,0.024442128,-0.059119679,-0.044907948,0,-0.008933906,browser,n,Visual,yes,no
title__v,-0.033696309,0.002277809,-0.007730358,0,-0.052769596,title,v,Auditory,no,no
corned__a,0,0,0.126894919,0,0,corned,a,Gustatory,yes,no
plumage__n,0.106281883,0,0,0,0,plumage,n,Visual,yes,no
shares__n,0,0,0.058131131,0,0,shares,n,Gustatory,yes,no
frame__v,0.048817624,-0.058031541,-0.015914248,0,-0.031910861,frame,v,Visual,yes,no
malfunction__v,0.003314699,-0.033783509,0,0,0.001887293,malfunction,v,Visual,no,no
finger-pointing__n,0.039664066,0.042487291,0,0,0.001887293,finger-pointing,n,Auditory,yes,no
overtake__v,0,-0.029666494,-0.003551694,0,-0.067590135,overtake,v,Visual,no,no
malfunction__n,0.01012848,-0.058735142,0,0,-0.002558248,malfunction,n,Visual,yes,no
recorded__a,0,-0.059813338,0.046860795,0,-0.0248649,recorded,a,Gustatory,yes,no
frame__n,0.013948844,-0.057042387,0.001006574,0,-0.01546452,frame,n,Visual,yes,no
puree__n,-0.053030384,-0.132319552,0.170138721,0.077155927,-0.034572964,puree,n,Gustatory,yes,no
crunchier__a,0,0,0.15607606,0,0,crunchier,a,Gustatory,yes,no
delaware__n,0,0.0623898,0,0,0.019340485,delaware,n,Auditory,yes,no
cross-border__a,0,0,0,0,0.0220106,cross-border,a,Haptic,yes,no
puree__v,0,0,0.154360624,0,-0.030652289,puree,v,Gustatory,yes,no
citified__a,0.100029934,0,0,0,0,citified,a,Visual,yes,no
spokeswoman__n,-0.065439461,0.113388525,-0.065729147,-0.096622551,-0.077019124,spokeswoman,n,Auditory,yes,no
motor__n,-0.024042687,-0.030788958,-0.065168085,0,0.007476309,motor,n,Haptic,no,no
ritual__n,-0.003054088,-0.04032429,-0.004356028,0,0.001446749,ritual,n,Haptic,no,no
dove__n,0.006357126,-0.030823234,0.124617437,0,0,dove,n,Gustatory,yes,no
bigot__n,0,0.050037412,0,0,0,bigot,n,Auditory,yes,no
handbag__n,0.034914226,-0.070636322,0,0.18187229,0,handbag,n,Olfactory,yes,no
motor__v,0,0.015337058,0,0,0.052371023,motor,v,Haptic,yes,no
columnist__n,0.011171513,0.034806936,-0.083500382,-0.100060959,-0.042435404,columnist,n,Auditory,yes,no
beckon__v,0.006673736,-0.076983525,-0.034189451,0,0.026391322,beckon,v,Haptic,yes,no
scandal__n,-0.005047989,-0.030302403,-0.070674848,0,-0.01933323,scandal,n,Olfactory,no,no
decisive__a,-0.031849807,-0.037856865,0.06794445,0,-0.000685528,decisive,a,Gustatory,yes,no
sentence__v,0.004002147,-0.051009517,-0.084238203,0,-0.012658917,sentence,v,Visual,no,no
pro__n,0.005830522,0.028213544,-0.019934793,0.012616957,0.025849715,pro,n,Auditory,yes,no
soft-spoken__a,-0.022459779,-0.004246547,0,0,-0.013026509,soft-spoken,a,Gustatory,no,no
compose__v,-0.034974144,-0.034141044,-0.054020015,0,-0.003967845,compose,v,Olfactory,no,no
spew__v,-0.013976838,-0.024633796,0,0,0.027372731,spew,v,Haptic,yes,no
embroidery__n,0.075235405,0,0,0,0,embroidery,n,Visual,yes,no
sentence__n,0.000975481,-0.001743442,-0.060049753,0,-0.033888069,sentence,n,Visual,no,no
frill__n,0,-0.01267658,0,0,0.05750722,frill,n,Haptic,yes,no
approve__v,-0.007814406,-0.034427215,-0.069336271,0,-0.045627115,approve,v,Olfactory,no,no
type__n,0.002876457,-0.014624594,-0.008422324,-0.036848327,-0.023671887,type,n,Visual,no,no
licensee__n,0,0.043514065,0,0,0,licensee,n,Auditory,yes,no
pro-life__a,0,0.052810073,0,0,0,pro-life,a,Auditory,yes,no
type__v,0.011468987,-0.028290469,0,0,-0.000460315,type,v,Visual,yes,no
supplant__v,-0.042622295,0,0,0,0.056161672,supplant,v,Haptic,yes,no
chili__n,-0.023540282,-0.061673595,0.169066416,0,-0.071292209,chili,n,Gustatory,yes,no
reconcile__v,0.032098666,-0.096435849,0,0,-0.021919126,reconcile,v,Visual,yes,no
trash-talking__a,0.01954918,0.009542516,0,0,0.046415675,trash-talking,a,Haptic,yes,no
outpitch__v,0,0.015337058,0.058131131,0,0.023954859,outpitch,v,Gustatory,yes,no
member__n,-0.005953371,0.015444654,-0.06780439,-0.105860262,-0.032017232,member,n,Auditory,yes,no
sage__n,-0.053043414,-0.063700372,0.1652813,0,-0.054522533,sage,n,Gustatory,yes,no
farewell__a,-0.034454899,0.001780937,0.026037618,0,0.026812967,farewell,a,Haptic,yes,no
middle-income__a,0.04063416,-0.065444456,0,0,-0.056826654,middle-income,a,Visual,yes,no
outburst__n,-0.027706788,0.005278667,-0.005361172,0,-0.008714867,outburst,n,Auditory,no,no
farewell__n,-0.060629658,0.061708976,-0.027842249,0,0.033384102,farewell,n,Auditory,yes,no
businesslike__a,0.036805779,-0.021060143,0,0,0,businesslike,a,Visual,yes,no
tilt__n,0,-0.01794405,0.089202531,0,0,tilt,n,Gustatory,yes,no
surmise__v,0.082974165,-0.055882924,0,0,-0.047025966,surmise,v,Visual,yes,no
tilt__v,0.031759679,-0.051602369,-0.052586607,0,0,tilt,v,Visual,yes,no
franchisee__n,0,-0.021060143,0.021733931,0,0.051735155,franchisee,n,Haptic,yes,no
overrule__v,-0.045769363,0.030168937,0,0,0,overrule,v,Auditory,yes,no
neurologist__n,-0.074144549,0.057785535,0.034315816,0,-0.015455957,neurologist,n,Auditory,yes,no
costume-y__a,0.046551219,0.036544555,0.079338628,0,0,costume-y,a,Gustatory,yes,no
peanut__n,-0.059819561,-0.071182024,0.153100388,0.14055243,-0.050326643,peanut,n,Gustatory,yes,no
sash__n,0.020819604,-0.05147807,0,0,0.019340485,sash,n,Visual,yes,no
well-worn__a,0.046551219,0,0,0,0.045162357,well-worn,a,Visual,yes,no
basic__a,-0.010039941,-0.024398774,-0.020588001,-0.0266756,-0.050653168,basic,a,Visual,no,no
cricket__n,0.053283858,0,0.057840804,0,0,cricket,n,Gustatory,yes,no
meal__n,0.016308261,-0.030873082,0.070102885,0.067922512,-0.026635883,meal,n,Gustatory,yes,no
revoke__v,-0.023447283,0.023107685,-0.050249692,0,-0.001088768,revoke,v,Auditory,yes,no
pimento-stuffed__a,0.065709471,0,0.128981688,0,0,pimento-stuffed,a,Gustatory,yes,no
drop__v,-0.007726909,-0.023300461,0.013597087,-0.041518219,-0.004429561,drop,v,Gustatory,yes,no
cohesion__n,0,0,0.015068851,0,0.008113705,cohesion,n,Gustatory,yes,no
drop__n,-0.008919378,-0.009191063,0.034550671,-0.024649293,0.00191787,drop,n,Gustatory,yes,no
popcorn__n,-0.026780208,0,0.169405026,0.128699541,-0.101386625,popcorn,n,Gustatory,yes,no
redistribution__n,0,0.046391924,0.02533455,0,-0.008841722,redistribution,n,Auditory,yes,no
willing__a,0.004482598,-0.007406081,-0.058190546,0,-0.014485045,willing,a,Visual,no,no
scathing__a,0,0.040931644,0,0,-0.035988237,scathing,a,Auditory,yes,no
chain__n,0.001348294,-0.03130344,0.016710293,-0.027049371,-0.045184051,chain,n,Gustatory,yes,no
awful__a,-0.014559779,-0.03345666,0.151887037,0,-0.010201646,awful,a,Gustatory,yes,no
outweigh__v,0.025955471,0.030133727,0,0,-0.052616283,outweigh,v,Auditory,yes,no
inside-out__a,0.046551219,0,0,0,0,inside-out,a,Visual,yes,no
plunk__v,-0.027898934,0.095384785,0,0,0,plunk,v,Auditory,yes,no
tinkering__n,0.009283481,0,0,0,0.007894618,tinkering,n,Visual,no,no
mixing__n,0.038677547,-0.067220434,0.038972341,0,0,mixing,n,Gustatory,yes,no
disorganized__a,-0.017718558,0.019327218,0,0,-0.019107421,disorganized,a,Auditory,yes,no
embolden__v,0.046838023,-0.033721857,0,0,-0.0248649,embolden,v,Visual,yes,no
unintended__a,-0.016814135,0.014834924,0,0,-0.033587702,unintended,a,Auditory,yes,no
moderately__r,0.010016297,-0.073885514,0.045391865,0,-0.00452313,moderately,r,Gustatory,yes,no
bogus__a,-0.053236286,0.058861695,-0.064151766,0,0.002040742,bogus,a,Auditory,yes,no
pomegranate__n,0,0,0.186607095,0,0,pomegranate,n,Gustatory,yes,no
richly__r,0.044929277,-0.066698644,0.017938577,0,-0.076218315,richly,r,Visual,yes,no
belongings__n,-0.006698101,-0.030199237,0,0,-0.021021398,belongings,n,Gustatory,no,no
unlock__v,0.03044219,0,-0.013342221,0,-0.013993575,unlock,v,Visual,yes,no
facial__a,-0.050495008,-0.061151966,0.055984814,0,0.01078647,facial,a,Gustatory,yes,no
dress-down__a,0.065709471,0,0,0,0,dress-down,a,Visual,yes,no
ecstatic__a,0.019033775,0.052740684,-0.050249692,0,-0.001088768,ecstatic,a,Auditory,yes,no
cabbage__n,-0.061674523,0,0.170839827,0,-0.050880782,cabbage,n,Gustatory,yes,no
gruesome__a,-0.004084122,-0.031413449,0.040033112,0,0.019958601,gruesome,a,Gustatory,yes,no
cabbage__a,-0.005076613,0,0.143370494,0,0,cabbage,a,Gustatory,yes,no
incessantly__r,0,0.006106793,0.021733931,0,-0.012442341,incessantly,r,Gustatory,yes,no
drive-by__a,0,0,0,0,0.035865088,drive-by,a,Haptic,yes,no
holder__n,-0.032816874,-0.025577071,0.004851978,0,-0.007323145,holder,n,Gustatory,no,no
gawk__v,0.103841314,0.002596109,0,0,0,gawk,v,Visual,yes,no
dusty__a,0.008929115,-0.069085894,0.010215545,0,0,dusty,a,Gustatory,yes,no
flipper__n,0,0,0.071494841,0,0,flipper,n,Gustatory,yes,no
outmaneuver__v,0.03419253,-0.005575129,0,0,0,outmaneuver,v,Visual,yes,no
introduce__v,-0.039849538,-0.003994827,0.010849342,-0.031341918,-0.058339689,introduce,v,Gustatory,yes,no
keel__n,0,0.038919442,0.046577777,0,0.011453066,keel,n,Gustatory,yes,no
vibrate__v,0.020024728,-0.039829461,0.081413679,0,-0.002558248,vibrate,v,Gustatory,yes,no
neophyte__a,0.060321775,0.02168426,0,0,0,neophyte,a,Visual,yes,no
self-assured__a,0.025712785,-0.000758181,0.023548496,0,0.024233665,self-assured,a,Visual,yes,no
disparage__v,0.019123671,-0.020217406,0,0,0,disparage,v,Visual,yes,no
sanctify__v,0.097198208,0,0,0,0,sanctify,v,Visual,yes,no
western__a,-0.000303418,-0.040838939,-0.024789647,-0.045348089,-0.036255989,western,a,Visual,no,no
pleasing__a,0.026570211,0,0.091853378,0,0.025114135,pleasing,a,Gustatory,yes,no
suspicion__n,0.036289446,-0.020270961,-0.044343794,0.026609389,-0.014894359,suspicion,n,Visual,yes,no
trough__n,0.027344294,-0.057825273,0.062719862,0.122564799,-0.022821663,trough,n,Olfactory,yes,no
exhaustion__n,0,0.022733652,0,0,0.031768506,exhaustion,n,Haptic,yes,no
satisfyingly__r,0.067533,0,0.071494841,0,0,satisfyingly,r,Gustatory,yes,no
redevelopment__n,-0.029224884,0.008327105,0.004472421,0,0.017625175,redevelopment,n,Haptic,yes,no
job__n,-0.022306811,0.016669724,-0.062523212,-0.090163417,0.032184809,job,n,Haptic,yes,no
infinitely__r,-0.007659687,-0.044461563,-0.00166749,0,0,infinitely,r,Olfactory,no,no
chaplain__n,-0.031941573,0.020311785,0,0,0.064990067,chaplain,n,Haptic,yes,no
shed__n,0.009886778,0,0.05849205,0,-0.007302774,shed,n,Gustatory,yes,no
graffitied__a,0,0.055702807,0.09849688,0,0.064320609,graffitied,a,Gustatory,yes,no
middlebrow__a,0,0.058398498,0.081540385,0,0.018160317,middlebrow,a,Gustatory,yes,no
cinema__n,-0.05424088,0.024912649,-0.065109987,0,-0.028186088,cinema,n,Auditory,yes,no
cerebral__a,-0.000488736,-0.074922025,0.043654242,0,0.011714312,cerebral,a,Gustatory,yes,no
ventilate__v,0,0.045437108,0,0,0.05405491,ventilate,v,Haptic,yes,no
grunt__n,0,0.100456706,0,0,-0.015858229,grunt,n,Auditory,yes,no
shed__v,0.057453321,-0.030792564,-0.070143085,0,-0.047335849,shed,v,Visual,yes,no
frighten__v,-0.03549712,0.031364392,-0.040786782,0,0.034816735,frighten,v,Haptic,yes,no
penne__a,0.046551219,0,0.149480609,0,0,penne,a,Gustatory,yes,no
talker__n,-0.045598561,0.012057751,-0.011901256,0,-0.047025966,talker,n,Auditory,yes,no
currant__n,-0.043655051,-0.027399519,0.09923671,0,0.052085205,currant,n,Gustatory,yes,no
carefully__r,0.03322311,-0.028994788,-0.023556325,0,-0.000356323,carefully,r,Visual,yes,no
widow__n,-0.027790528,-0.001356108,-0.06386671,0,-0.002155786,widow,n,Olfactory,no,no
district__n,0.003230491,0.008853327,-0.082154059,-0.142519545,-0.026720313,district,n,Auditory,no,no
lust__n,-0.044632424,-0.027595775,0.029984518,0,0.03315776,lust,n,Haptic,yes,no
diminutive__a,0.035984715,-0.02640811,0,0,-0.006101572,diminutive,a,Visual,yes,no
lust__v,0,-0.005317779,0.037476294,0,0.003300023,lust,v,Gustatory,yes,no
widow__v,0.005059015,0.024098024,0,0,0.033675108,widow,v,Haptic,yes,no
coral__n,0.012704432,-0.016704749,0.057386558,0,-0.03099189,coral,n,Gustatory,yes,no
thud__n,0,0.080530821,0.033178337,0,0,thud,n,Auditory,yes,no
dictionary__n,-0.038252797,0.026013531,-0.064151766,0,-0.039731916,dictionary,n,Auditory,yes,no
harshly__r,0.026713033,0.015795544,0,0,-0.034255402,harshly,r,Visual,yes,no
shortest__a,0,-0.01267658,0.003457748,0,-0.030718524,shortest,a,Gustatory,no,no
handmade__a,-0.045769363,-0.029572506,0,0,0.01476322,handmade,a,Haptic,yes,no
minstrel__n,0.000390928,0.017868797,0,0,0,minstrel,n,Auditory,yes,no
unsightly__r,0.01954918,0.058398498,0,0,0,unsightly,r,Auditory,yes,no
embarrassment__n,-0.109180767,-0.040389469,-0.029438772,0,-0.00050894,embarrassment,n,Olfactory,no,no
coach__n,-0.035418957,0.048891719,0.007040642,-0.11384081,0.01256354,coach,n,Auditory,yes,no
coach__v,-0.047653253,0.02456659,0.026788308,0,0.011548249,coach,v,Gustatory,yes,no
pivot__v,0,0,0,0,0.023954859,pivot,v,Haptic,yes,no
shot__n,-0.002390872,0.007940598,0.015354869,-0.159113355,0.041680674,shot,n,Haptic,yes,no
succeed__v,-0.035382476,-0.030119501,-0.028739747,-0.025494935,-0.026143134,succeed,v,Olfactory,no,no
aromatic__a,-0.046884814,0,0.087881653,0.301881249,-0.092269752,aromatic,a,Olfactory,yes,no
hispanic__a,0.029877688,0.00400795,0.02397994,0,-0.054383496,hispanic,a,Visual,yes,no
hispanic__n,0.076742651,-0.061743769,0,0,0.008407659,hispanic,n,Visual,yes,no
puzzle__n,-0.025360481,-0.0167243,0.023235881,0,-0.039158697,puzzle,n,Gustatory,yes,no
turbine__n,0,-0.01267658,0,0,-0.003819622,turbine,n,Visual,no,no
neighboring__a,-0.063582467,-0.002279031,-0.082226016,0,-0.038971884,neighboring,a,Olfactory,no,no
puzzle__v,0.013854,-0.009326548,0.025132357,0,-0.038720877,puzzle,v,Gustatory,yes,no
yellow__a,0.152524977,-0.135375477,0.034092282,-0.056881908,-0.038410641,yellow,a,Visual,yes,no
eligibility__n,-0.000706832,-0.044674289,-0.06017475,0,-0.03549645,eligibility,n,Olfactory,no,no
yellow__n,0.140243679,-0.122282126,0.004471961,0,-0.041341024,yellow,n,Visual,yes,no
developer__n,-0.033483691,0.015536296,-0.095666372,0,-0.037682458,developer,n,Auditory,yes,no
down__a,0.036656112,-0.042246573,-0.010779984,0,-0.002423961,down,a,Visual,yes,no
amazed__a,0.085805679,0.009542516,0,0,0,amazed,a,Visual,yes,no
down__n,0.024003809,-0.013653047,0,0,-0.005035245,down,n,Visual,yes,no
brittle__a,0.038850654,-0.012229499,0.048978056,0,-0.003194646,brittle,a,Gustatory,yes,no
campaign-finance__n,0.097198208,0,0,0,0,campaign-finance,n,Visual,yes,no
down__r,-0.006514678,-0.001380351,-0.010597338,-0.031182303,0.05565127,down,r,Haptic,yes,no
campaign-finance__a,0.029608156,-0.030709816,0,0,-0.006191984,campaign-finance,a,Visual,yes,no
